INC_CODE,CATEGORY,SUBCATEGORY,UCR_part_1,UCR_part_1_code
65020,other miscellaneous,other,,
65030,other miscellaneous,other,,
65040,other miscellaneous,other,,
65050,other miscellaneous,other,,
65055,other miscellaneous,liquor law violation,,
65056,other miscellaneous,liquor law violation,,
65057,other miscellaneous,liquor law violation,,
65060,other miscellaneous,liquor law violation,,
65070,other miscellaneous,other,,
65080,other miscellaneous,other,,
66010,gambling,gambling,,
66020,gambling,gambling,,
66030,gambling,gambling,,
66040,gambling,gambling,,
66050,gambling,gambling,,
66060,traffic collision,traffic collision - hit & run,,
68000,fire report,fire report,,
68020,miscellaneous investigation,miscellaneous investigation,,
68021,miscellaneous investigation,other,,
68030,courtesy report,courtesy report,,
68050,traffic collision,traffic collision,,
68051,other offenses,other offenses,,
68052,other offenses,other offenses,,
68053,other offenses,other offenses,,
68054,other offenses,other offenses,,
68055,other offenses,other offenses,,
68056,other offenses,other offenses,,
68057,other offenses,other offenses,,
68058,other offenses,other offenses,,
68059,other offenses,other offenses,,
68060,traffic collision,traffic collision - hit & run,,
68069,traffic collision,traffic collision - hit & run,,
71000,lost property,lost property,,
71010,other offenses,other offenses,,
71011,other offenses,other offenses,,
71012,other offenses,other offenses,,
71013,larceny theft,theft from vehicle,,
71014,non-criminal,non-criminal,,
71015,non-criminal,non-criminal,,
71016,non-criminal,non-criminal,,
71017,non-criminal,non-criminal,,
71018,non-criminal,non-criminal,,
71019,non-criminal,non-criminal,,
71020,non-criminal,non-criminal,,
71021,non-criminal,non-criminal,,
71022,non-criminal,non-criminal,,
71024,non-criminal,non-criminal,,
72000,non-criminal,non-criminal,,
72023,non-criminal,non-criminal,,
73000,non-criminal,non-criminal,,
73001,non-criminal,non-criminal,,
73010,non-criminal,non-criminal,,
74000,missing person,missing adult,,
74010,missing person,missing juvenile,,
75000,missing person,missing person,,
75025,non-criminal,non-criminal,,
75030,case closure,case closure,,
